measure_type,closure_any,rows,unique_schools,mean_closure_days,total_closure_days,max_closure_days,students,mean_eligibility_rate,student_weighted_eligibility_rate,mean_recipient_rate,student_weighted_recipient_rate,mean_acceptance_rate,student_weighted_acceptance_rate,mean_exposure_index_pointmax,student_weighted_exposure_index_pointmax,mean_exposure_index_stormmax,student_weighted_exposure_index_stormmax,mean_within_50km_hurricane,student_weighted_within_50km_hurricane,mean_within_100km_hurricane,student_weighted_within_100km_hurricane,mean_within_50km_major_hurricane,student_weighted_within_50km_major_hurricane
broad,0,6138,309,0.0,0,0,631761,0.6295520139720524,0.6419247152008434,0.42423470415973197,0.44359338420700234,0.6485413154569641,0.6696772544813999,0.32837165955503894,0.33879070693725444,0.5504445213440348,0.5462255967344736,0.020202020202020204,0.024458616470469055,0.07754969045291626,0.08701075248392984,0.0021179537308569567,0.0032401493602802326
broad,1,185,123,6.108108108108108,1130,41,23392,0.6148896792389292,0.6509490424076607,0.2385243053307818,0.26410738714090287,0.38285208025956763,0.4079585819816716,1.2200895767320161,1.240052979032045,1.6129937662607947,1.658597423235476,0.4486486486486487,0.47665868673050615,0.8972972972972973,0.9166381668946648,0.22162162162162163,0.2586781805745554
