measure_type,closure_any,rows,unique_schools,mean_closure_days,total_closure_days,max_closure_days,students,mean_eligibility_rate,student_weighted_eligibility_rate,mean_recipient_rate,student_weighted_recipient_rate,mean_acceptance_rate,student_weighted_acceptance_rate,mean_exposure_index_pointmax,student_weighted_exposure_index_pointmax,mean_exposure_index_stormmax,student_weighted_exposure_index_stormmax,mean_within_50km_hurricane,student_weighted_within_50km_hurricane,mean_within_100km_hurricane,student_weighted_within_100km_hurricane,mean_within_50km_major_hurricane,student_weighted_within_50km_major_hurricane
strict,0,6156,309,0.0,0,0,633861,0.6295693520010496,0.6419972202107402,0.42419797331310705,0.4435483489282351,0.6485010671727808,0.669574153969772,0.3311343278500291,0.3417754359050697,0.5534553654108602,0.5494537429066259,0.020955165692007796,0.025142736341248317,0.08008447043534762,0.08999449406100075,0.0029239766081871343,0.003994566632116505
strict,1,167,119,6.18562874251497,1033,41,21292,0.6126701886299311,0.6496806312229946,0.2198615982224087,0.2477456321623145,0.355697355483874,0.3852143062530209,1.214364645505823,1.2400880853222327,1.6165334688543593,1.6722074586866111,0.46706586826347307,0.5008923539357505,0.8922155688622755,0.9096374225061056,0.2155688622754491,0.26141273717828295
