nces_school_id,event_id,event_label,affected_graduation_year,pre_graduation_years,n_pre_years_available,pre_years_available,pre_enrollment,pre_grade12_enrollment,pre_frl_share,pre_black_share,pre_hispanic_share,pre_teacher_fte,pre_student_teacher_ratio,pre_locale
220072000528,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",560.25,,0.3873028788123128,0.25298753482715747,0.004892103005310552,36.175,15.511698103899095,5
220072000529,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",393.5,,0.8656203222815049,0.4931381036009572,0.007700581775714435,28.700000000000003,13.70727448189251,5
220072000530,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",306.75,,0.9577522773482392,0.9293858731480334,0.0,24.15,12.699059966618979,5
220072000531,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",302.75,,0.6289794431502351,0.35042298792298787,0.01645968650919146,18.375,16.557446926138876,7
220072000532,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",419.75,,0.918665900842367,0.837589975107903,0.006522318666701905,28.3,14.848419232831166,5
220072001555,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",325.75,,0.9245312578510252,0.7283012009839818,0.0015067317249480437,24.025,13.609159474066306,5
220072001585,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",520.75,,0.5463807955579227,0.0983895901904749,0.005689795126963352,30.125,17.3464412350624,7
220072001924,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",254.25,,0.9269603131330473,0.8668834251399395,0.006898939780188791,16.0,15.903582660579222,6
220072001925,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",544.0,,0.43747380130835833,0.15677759897477495,0.006929569997883879,32.1,16.963436535047787,5
220072001926,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",529.25,,0.8361846404034611,0.5970808831013643,0.0028497748155901655,36.925,14.34500990833296,7
220072001927,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",520.75,,0.4058264361204972,0.23234397788533467,0.006185634618733384,38.5,13.611995565296128,7
220072001996,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",40.25,1.5,0.7169802867383512,0.6775537634408603,0.002688172043010753,16.55,2.9469464961268237,7
220072002078,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220072002085,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220072002133,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220072002207,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220072002260,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220072002293,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220075000093,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",626.5,,0.8853335836393825,0.8184426910558797,0.0016371641521908998,39.8,15.712668510512525,8
220075000231,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",505.5,26.75,0.7667444316906555,0.826629357065022,0.0009305286025120814,40.375,12.512237267221932,8
220075000536,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",732.75,,0.7349741976325586,0.43478756875012714,0.014266482646885442,44.625,16.417299206981255,4
220075000543,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",728.25,163.75,0.6712623982576201,0.6635464505017354,0.007595218387438177,45.825,15.880380670415084,8
220075000550,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",282.25,35.75,0.860356012472415,0.9468846840631484,0.013528628242763524,21.95,12.8509309511668,8
220075000720,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",55.25,0.5,0.7353694274195428,0.7289404232015101,0.0030120481927710845,12.925,5.2229308390022675,4
220075001980,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",446.0,,0.9403578061219924,0.9030544055784977,0.02123957980512213,33.325,13.384084223195353,8
220075001997,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",621.0,,0.9248579552478149,0.8598986419848558,0.0020503646555911186,46.699999999999996,13.416474958466665,4
220075001998,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",532.5,26.25,0.8957042844523483,0.8736431205587649,0.0,46.2,11.511028627852014,8
220075002121,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220075002195,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220078000552,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",198.25,,0.802511216401566,0.5404954978176444,0.0,16.725,11.917564304768579,6
220078000553,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",240.0,15.0,0.8428322412701539,0.5849250041509377,0.0,17.8,13.562016527625543,7
220078000555,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",387.75,70.75,0.5941166997469853,0.618125201186851,0.0019101919855688703,27.075000000000003,14.392311585736472,6
220078000556,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",520.75,33.0,0.2920489641247638,0.06260043696453377,0.0009619689284036126,33.425000000000004,15.608628274602868,7
220078000557,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",306.75,,0.7963194961425497,0.6374372678214942,0.0026979697922569507,22.85,13.555337941628263,7
220078000558,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",262.0,,0.8267278540111358,0.6172095096822947,0.003712237411360027,18.375,14.239932300390844,6
220078000560,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",498.75,32.75,0.30607601515255556,0.020615069083874844,0.02195889642326594,32.725,15.248634588428411,7
220078002111,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220078002236,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220081000561,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",292.0,37.0,0.48721991696356126,0.3298768250766906,0.0008250825082508251,19.825,14.76203433091731,7
220081000562,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",261.0,,0.5930829977046495,0.3394850468844467,0.002901140684410646,15.425,16.973286462788707,7
220081000563,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",147.5,,0.6764129177415112,0.37297158639493005,0.018381109472111985,10.875,13.693181818181818,7
220081000564,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",495.75,29.75,0.4097584667945363,0.005040314208426395,0.004500699333203888,31.625,15.683033459595961,7
220081000566,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",604.5,130.0,0.49265946505211744,0.3282379179607462,0.002867659243310948,36.325,16.65787304423668,6
220081000567,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",460.25,,0.6800652583777781,0.38348503559432445,0.004349344099683461,25.85,17.82789804306198,6
220081000568,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",538.75,,0.7619427948743989,0.43335818215768945,0.0,41.4,13.032567400299959,6
220081000569,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",454.0,,0.7455311837666159,0.40386875739180905,0.0026851474731674338,29.35,15.481681034482758,6
220081000570,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",482.75,38.25,0.4335256882154567,0.08890766319281015,0.0015626228477081533,30.525,15.813550634443175,7
220081000571,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",580.75,,0.6030884520186853,0.08903554116615929,0.00044014084507042255,33.475,17.36909229913817,6
220081000572,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",411.75,56.5,0.4100440971428266,0.08807229439253722,0.0,24.85,16.573736876640424,7
220081000573,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",525.5,,0.6031518200848892,0.23061644487963762,0.0,35.175,14.94568663069224,6
220081000574,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",303.0,69.5,0.39507523108301623,0.21780828777417452,0.0033012649793187766,17.325,17.50072324011572,6
220081000575,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",240.5,,0.5514761262105456,0.24554432417673555,0.0,14.35,16.776289682539684,7
220081002212,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220081002219,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220084000320,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",561.5,,0.539850710647582,0.351741195321006,0.03336954063693729,34.375,16.383291873963515,3
220084000515,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",498.5,,0.8704209773931446,0.9172828046379907,0.024957801867170844,30.75,16.24497758452152,2
220084000576,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",796.0,,0.5958041449373852,0.3318208499525097,0.16315458298249774,42.0,18.955878471122375,2
220084000577,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",341.5,,0.7390125695608856,0.4519761062914632,0.05200086267648417,26.424999999999997,12.941135674749605,2
220084000578,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",626.5,,0.825621003340054,0.2694179393974489,0.3978092820198721,38.3,16.37951910904725,2
220084000579,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",364.75,,0.9785902515563685,0.8269967635341894,0.012886661229460625,23.75,15.362989130434784,3
220084000583,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",569.25,,0.4908181776898124,0.22170544766721056,0.10038426433796578,32.25,17.692184714795008,2
220084000584,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",664.25,,0.5385207624827232,0.34365519148399476,0.08049420241121244,38.625,17.21998982987331,2
220084000585,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",1713.75,333.5,0.46535469701356014,0.38783057365860696,0.22801924079353014,107.875,15.920315096711036,2
220084000587,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",497.75,,0.9043722826228111,0.5939320136466013,0.024259586336753354,34.85,14.259689601392608,3
220084000588,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",369.75,,0.7963061777000678,0.3434439048341512,0.09521887715545788,23.799999999999997,15.579785084072434,2
220084000590,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",413.25,,0.92717724256249,0.8001427319305516,0.022487852386809084,30.65,13.510818120351589,2
220084000591,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",565.25,,0.9489210072598776,0.9138038933336678,0.020334400593157435,37.75,14.959717755144585,3
220084000592,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",779.25,,0.7221972342296226,0.7140888852907433,0.037314215959693746,45.95,16.90334627895401,3
220084000595,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",492.5,,0.7184146715680291,0.3828340387651953,0.17754402148704335,40.075,12.289035063022158,2
220084000596,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",310.25,,0.9370062817617165,0.7677019809900245,0.09636257763975156,24.0,12.931789297658863,3
220084000597,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",1085.0,205.25,0.40190143351201124,0.3023395686770639,0.07812185557733953,72.0,15.093698656299381,2
220084000598,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",2829.25,519.75,0.5591287155438392,0.6028567231051623,0.0413297200315613,145.375,19.484137964853602,3
220084000599,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",1005.0,,0.7964167029148854,0.6020801838677969,0.03914620792967967,56.875,17.679363850803476,3
220084000600,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",471.75,,0.7175512128761057,0.3186864570577387,0.23146376824815562,32.875,14.383891129032257,2
220084000601,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",371.5,,0.948034998697577,0.9500312267306624,0.007650265866525661,28.575,13.035048037751222,3
220084000602,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",932.25,,0.7892069878420687,0.3750136845471281,0.09985770961660628,61.75,15.099222362337116,3
220084000604,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",519.75,65.25,0.4602828077132609,0.04211896303625136,0.011951843978234535,34.75,15.056612505141917,8
220084000605,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",656.75,,0.8308946558817148,0.5483582100430053,0.031853943554475544,39.875,16.480860935502065,3
220084000606,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",223.5,11.75,0.7629363181744344,0.008978267707963132,0.023091398013263955,26.0,8.596153846153847,8
220084000607,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",407.25,,0.7771501940300783,0.33018042888293786,0.1560897738259894,30.0,13.579041527623286,2
220084000608,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",451.5,,0.5244404264635277,0.2084538099139356,0.03996380545439362,31.875,14.17447234176147,3
220084000609,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",926.75,,0.8791198905937754,0.6359982713375901,0.10080880107161325,57.5,16.14331947024146,3
220084000611,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",183.25,,0.8808057780082652,0.646852149152759,0.1483103007537814,12.9,14.276960784313726,3
220084000612,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",710.25,,0.91094601971299,0.7192943880052725,0.07071317817265241,43.125,16.462429971988794,3
220084000613,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",469.0,,0.5057919897329181,0.2282849782313112,0.022948666931013634,32.0,14.652958965844402,3
220084000614,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",728.75,,0.4832034591131668,0.20095589391781482,0.07116068362796421,45.5,16.041083359029706,2
220084000615,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",400.75,,0.9519656510512753,0.8313962087358902,0.08057410366133268,25.0,16.11530100334448,3
220084000616,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",122.25,,0.6509157509157508,0.3084096459096459,0.039415445665445664,7.75,15.989583333333334,3
220084000617,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",522.75,,0.5403072292798328,0.22466290368398284,0.06514865990045214,35.25,14.842460317460318,2
220084000618,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",362.25,,0.5912273589474653,0.3898282551463393,0.02369249212523812,30.4,11.914067430132974,3
220084000619,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",615.0,,0.6764755382638908,0.32404897183603043,0.19217156709446925,37.55,16.373539927098257,2
220084000620,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",1762.75,371.25,0.621126776573429,0.6171900717701337,0.03747576014300704,100.625,17.507881574665994,3
220084000621,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",290.0,,0.9214568435451541,0.4105009205230773,0.04195056196907182,20.25,14.309523809523808,3
220084000622,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",442.75,,0.6468220503213977,0.45747392964792427,0.0296905561781007,26.25,16.90291005291005,3
220084000624,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",447.75,,0.6307854176637474,0.17555404968439808,0.3336215990495447,31.375,14.341370223978918,2
220084000625,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",1537.25,323.5,0.3467097976101644,0.17811759096545726,0.16400088869771964,91.875,16.748525333620137,2
220084000629,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",439.25,,0.9220432014981369,0.9748216377333501,0.0065377199559928725,33.4,13.164824232530883,3
220084000630,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",902.75,,0.8312014048380465,0.6909607171668507,0.07531794806283904,48.125,18.851429367733715,3
220084000631,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",354.75,,0.7306901203541945,0.4893531178053421,0.05715010264623671,23.625,15.02452519379845,3
220084000632,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",965.75,,0.7949857992845701,0.6802729111070941,0.023013942331232325,50.75,19.065966771323914,3
220084000633,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",1,2002,,,,,,,,
220084000634,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",406.75,,0.448363875230254,0.20554470627579974,0.045109042346922715,37.9,10.724594035530188,2
220084000635,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",330.75,,0.9132087950484177,0.7013321344099646,0.02460060685296534,24.75,13.333863636363636,3
220084000636,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",1136.75,,0.527358676589582,0.2822607916193562,0.17636508719385446,60.0,18.945059970362138,2
220084000637,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",292.75,,0.5192774893494977,0.22069967540990384,0.0586377593304898,21.5,13.614883305100696,2
220084000638,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",333.0,,0.8891114329704778,0.8932303497230039,0.017755920362481546,23.225,14.483904323275755,3
220084000639,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",606.5,,0.8960908753331721,0.5070529769141109,0.025596585634597532,35.75,16.95127666451196,3
220084000640,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",685.5,,0.6999540339826326,0.3080513547409122,0.02180880376833177,36.25,18.911223723723722,3
220084000641,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",361.5,,0.885517979477761,0.6788005960104684,0.07663906950584684,25.75,14.069353015799793,3
220084000642,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",1053.0,186.75,0.3711878003798414,0.3157014884848174,0.05760149582733369,70.75,14.930431132528042,3
220084000643,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",324.0,,0.6456150428415937,0.24969504380204915,0.12062406816036333,26.55,12.258904713406487,2
220084000644,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",729.0,,0.7266579915622351,0.3347406361854939,0.32363191576941364,40.925,17.8699660488705,2
220084000646,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",544.0,,0.8582242610413103,0.8733143466276165,0.021246446722370575,34.875,15.603172531618537,3
220084000647,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",435.0,,0.6441616441268623,0.4455443865432101,0.08858914688708812,27.450000000000003,15.872371855885676,2
220084000648,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",450.5,,0.8696787877329388,0.4242327745251946,0.05813230095157954,29.25,15.42593052109181,3
220084000649,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",615.75,,0.8250060205609127,0.47471915350486776,0.2164338973923515,40.125,15.365769462604906,3
220084000650,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",74.5,,0.8300429391415476,0.7821525757976379,0.009719422043010753,15.475,4.792140521395622,3
220084000651,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",565.25,,0.9070122266078149,0.693319224575352,0.05947818521347933,39.0,14.493083670715249,3
220084000652,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",234.5,,0.9458832313040462,0.808101656063334,0.045808010082579904,21.425,10.946337362393326,2
220084000653,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",512.75,,0.9032074949109022,0.8167094897621128,0.10155095219213733,34.125,15.067330744150365,2
220084000654,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",1654.5,404.5,0.604412617600778,0.635870773981031,0.08978063017364579,98.5,16.750290905836017,3
220084000655,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",335.75,,0.9133707370258151,0.49167463381873555,0.011664115334589643,24.875,13.469444444444443,3
220084000656,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",842.25,,0.8156993974988512,0.7239708394999657,0.029889646650407775,49.375,17.058641728968816,3
220084000657,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",259.0,,0.9618854872064091,0.9797163372685336,0.00758086496471996,19.125,13.575882816014394,2
220084000658,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",709.5,,0.8248586601598272,0.48920725129838344,0.02027587279725885,43.375,16.35997190855739,3
220084000723,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",52.75,,0.7256660719595599,0.5350084250173456,0.08770195262166716,6.0,8.998809523809525,3
220084001512,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",485.5,,0.8408187058155709,0.4548914573386671,0.27635565876933865,34.375,14.13358215245125,2
220084001518,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",35.25,,0.7166035353535354,0.8993308080808081,0.0033333333333333335,5.5,5.158730158730159,3
220084001519,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",3,"2002,2003,2004",16.5,0.0,0.6464285714285715,0.7392857142857143,0.0,0.0,,3
220084001590,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",71.25,,0.8330249234298118,0.6676380323854966,0.02358032119220623,19.200000000000003,3.7499530708509816,3
220084001597,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",0.0,,,,,26.5,,3
220084001660,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",1,2005,47.0,0.0,0.1276595744680851,0.8297872340425532,0.0,,,3
220084001667,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",1,2005,,,,,,12.5,,3
220084001680,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",869.0,,0.6390931780364234,0.5164978194158648,0.07172298973470666,44.775000000000006,19.40636113742231,3
220084001681,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",777.5,,0.8916336975181351,0.903771900739768,0.0308293304289839,45.65,17.04643853821333,3
220084001693,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",0,,,,,,,,,
220084001704,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",682.25,,0.5813483957095744,0.3557081338596765,0.13015401933642898,37.0,18.46407234301971,2
220084001812,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",512.0,,0.8164551186887792,0.6057745739042572,0.01727977677229221,31.625,16.16835596430406,3
220084001813,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",559.0,,0.9038543131308112,0.5551340134470559,0.04715262733237643,38.25,14.63443278805121,3
220084001881,2005_katrina_rita,2005 Katrina/Rita,2006,"2002,2003,2004,2005",4,"2002,2003,2004,2005",743.75,,0.8090488896274349,0.5762082958656731,0.0844094638822013,44.75,16.628291892637193,3
